Molecule_ChEMBL_ID,Standard_Value,Smiles,molecule_class
CHEMBL3589107,21300.0,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,inactive
CHEMBL4466197,21700.0,OB1Oc2cc(O)ccc2C=C1c1cc(O)cc(O)c1,inactive
CHEMBL4095488,21760.0,O=c1cc(/C=C/c2ccccc2O)[nH]cc1O,inactive
CHEMBL3814270,22300.0,Nc1nc(NCc2cccc(Br)c2)c2ccccc2n1,inactive
CHEMBL3813859,22500.0,Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1,inactive
CHEMBL140,22510.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive
CHEMBL4225226,22550.0,O=C(/C=C/c1ccc(Cl)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,inactive
CHEMBL4126558,22700.0,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,inactive
CHEMBL4074429,23390.0,CCOc1ccc(/C=C/c2cc(=O)c(O)c[nH]2)cc1,inactive
CHEMBL4167322,23540.0,FC(F)(F)c1cccc(Nc2nc(NC3CC3)nc(N3CCNCC3)n2)c1,inactive
CHEMBL2408096,23800.0,COC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive
CHEMBL4174114,23800.0,COc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1,inactive
CHEMBL4069995,23800.0,c1cc2ncc(Nc3ccc4cc[nH]c4n3)cc2[nH]1,inactive
CHEMBL4104620,24000.0,FC(F)(F)c1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cn1,inactive
CHEMBL4088780,24000.0,Fc1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cc1F,inactive
CHEMBL3235503,24200.0,c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,inactive
CHEMBL3326709,24200.0,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,inactive
CHEMBL1171643,24700.0,CC(C)=CCC/C(C)=C/CC[C@@]1(C)C=Cc2c(cc(C)c(C(=O)O)c2O)O1,inactive
CHEMBL3814748,25000.0,Nc1nc(NCc2cccc(F)c2)c2ccccc2n1,inactive
CHEMBL3815078,25000.0,Nc1nc(NCc2ccccc2)c2ccccc2n1,inactive
CHEMBL3814660,25000.0,Nc1nc(NCc2ccc(C(F)(F)F)cc2)c2ccccc2n1,inactive
CHEMBL3814363,25000.0,Cc1cccc(CNc2nc(N)nc3ccccc23)c1,inactive
CHEMBL3814123,25000.0,Nc1nc(NCCc2ccccc2)c2ccccc2n1,inactive
CHEMBL3814909,25000.0,COc1ccc(CNc2nc(N)c3ccccc3n2)cc1,inactive
CHEMBL3815140,25000.0,CC(C)Nc1nc(N)c2ccccc2n1,inactive
CHEMBL3815002,25000.0,Nc1nc(NCC2CCCCC2)c2ccccc2n1,inactive
CHEMBL4084675,25000.0,COc1ccc(Nc2ccc3c(C4CCN(C)CC4)c[nH]c3c2)cc1OC,inactive
CHEMBL3814103,25000.0,Cc1cccc(CNc2nc(N)c3ccccc3n2)c1,inactive
CHEMBL3813971,25000.0,Cc1ccc(CNc2nc(N)nc3ccccc23)cc1,inactive
CHEMBL3813788,25000.0,COc1ccc(CNc2nc(N)nc3ccccc23)cc1,inactive
CHEMBL3357256,25000.0,Nc1nc(NCc2ccc(F)cc2)c2ccccc2n1,inactive
CHEMBL3814189,25000.0,Nc1nc(NCc2ccc(F)cc2)nc2ccccc12,inactive
CHEMBL3814383,25000.0,Nc1nc(NCc2cccc(Cl)c2)c2ccccc2n1,inactive
CHEMBL3814397,25000.0,Nc1nc(NCC2CCCCC2)nc2ccccc12,inactive
CHEMBL3814324,25000.0,COc1cccc(CNc2nc(N)c3ccccc3n2)c1,inactive
CHEMBL3814610,25000.0,Nc1nc(NCCc2ccccc2)nc2ccccc12,inactive
CHEMBL3814981,25000.0,CCCNc1nc(N)c2ccccc2n1,inactive
CHEMBL3813811,25000.0,Nc1nc(NCc2ccc(Cl)cc2)c2ccccc2n1,inactive
CHEMBL4169871,25000.0,Cc1ccc(Nc2nc(Nc3ccc(F)c(Cl)c3)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,inactive
CHEMBL3814719,25000.0,CNc1cccc(NCCc2cccc(NCCc3ccccn3)n2)n1,inactive
CHEMBL4104210,25600.0,c1cc2c(C3CCNCC3)c[nH]c2cc1Nc1ccc2c(C3CCNCC3)c[nH]c2n1,inactive
CHEMBL3593276,26000.0,CCN1/C(=C/C=C/c2sc3ccc(OCCCO[N+](=O)[O-])cc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.O=S(=O)([O-])C(F)(F)F,inactive
CHEMBL3593280,26000.0,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.[I-],inactive
CHEMBL3741643,26000.0,CC1=NN(c2ccc(-n3cccc3)cc2)C(=O)C1,inactive
CHEMBL4066527,26600.0,c1cc2c(C3CCNCC3)c[nH]c2cc1Nc1ccc2[nH]cc(C3CCNCC3)c2c1,inactive
CHEMBL3741680,27000.0,CC1=NN(c2cccc(COCc3ccccc3)c2)C(=O)C1,inactive
CHEMBL3582127,28000.0,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCCO)c21)CCC3=O,inactive
CHEMBL858,28400.0,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,inactive
CHEMBL2381402,29000.0,COc1ccc2cc(C(=O)CN3CCC(c4ccccc4)CC3)c(=O)oc2c1,inactive
CHEMBL3781419,29000.0,Cc1ccc(-c2cc(NCCNc3cc(-c4cccs4)[nH]n3)n[nH]2)cc1,inactive
CHEMBL2381385,29000.0,COc1ccc2cc(C(=O)CN3CCOCC3)c(=O)oc2c1,inactive
CHEMBL4092433,29220.0,CN(C)c1ccc(/C=C/c2cc(=O)c(O)c[nH]2)cc1,inactive
CHEMBL4646459,29300.0,COc1c(O)c(O)cc(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C,inactive
CHEMBL4098927,30000.0,Fc1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3n2)cc1F,inactive
CHEMBL515387,30000.0,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,inactive
CHEMBL723,30000.0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,inactive
CHEMBL2063874,30000.0,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,inactive
CHEMBL28626,30300.0,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,inactive
CHEMBL4545404,32800.0,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,inactive
CHEMBL145,32800.0,O=C(O)/C=C/c1ccc(O)c(O)c1,inactive
CHEMBL66,33000.0,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,inactive
CHEMBL3582128,34300.0,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCO)c21)CCC3=O,inactive
CHEMBL4750838,34900.0,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(C(=O)NO)cc3)c2n1,inactive
CHEMBL197202,35000.0,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,inactive
CHEMBL3815004,35000.0,CNc1cccc(CCNc2cccc(NCCc3ccccn3)n2)n1,inactive
CHEMBL2381401,36000.0,COc1ccc2cc(C(=O)CN3CCN(Cc4ccccc4)CC3)c(=O)oc2c1,inactive
CHEMBL2381386,36000.0,COc1ccc2cc(C(=O)CN3CCC(Cc4ccccc4)CC3)c(=O)oc2c1,inactive
CHEMBL3781026,40500.0,Fc1ccc(-c2cc(NCCNc3cc(-c4ccc(F)cc4)[nH]n3)n[nH]2)cc1,inactive
CHEMBL380778,41000.0,CC(C(=O)O)c1ccc(-c2ccc(OC3CCCCC3)cc2)c(F)c1,inactive
CHEMBL196945,41000.0,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,inactive
CHEMBL4101130,42000.0,Cn1cc(C2CCNCC2)c2ccc(Nc3ccc(F)c(F)c3)cc21,inactive
CHEMBL3582133,43500.0,C[C@]12CC[C@H](O)c3coc(c31)C(=O)C1=C2C[C@@H](O)[C@]2(C)C(=O)CC[C@@H]12,inactive
CHEMBL4217978,43600.0,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@@H](c2ccc(O)c(OC)c2)[C@H](CO)O4)[C@@H](O)C3=O)ccc1O,inactive
CHEMBL573,43700.0,O=C(O)c1cccnc1,inactive
CHEMBL4439214,44520.0,CCOc1cc(CNc2ccccc2)ccc1Oc1ccnc2cc(Cl)ccc12,inactive
CHEMBL194823,45000.0,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,inactive
CHEMBL4513568,45600.0,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4c(OC)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3o2)cc1,inactive
CHEMBL264006,46000.0,CC(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,inactive
CHEMBL4568384,46420.0,CCOc1cc(CNc2ccc(OC)cc2)ccc1Oc1ccnc2cc(Cl)ccc12,inactive
CHEMBL4063009,48000.0,CN1CCC(c2c[nH]c3cc(Nc4ccc(F)c(F)c4)ccc23)CC1,inactive
CHEMBL3740979,50000.0,CC1=NN(c2cc(C)ccc2C)C(=O)C1,inactive
CHEMBL4536141,50000.0,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4c(OC)cc5oc(-c6ccc(O)cc6)cc(=O)c5c4O)c3o2)cc1,inactive
CHEMBL208988,50000.0,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,inactive
CHEMBL3589106,50000.0,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4c(OC)cc(O)c5c(=O)cc(-c6ccc(OC)cc6)oc45)c3o2)cc1,inactive
CHEMBL453479,50000.0,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,inactive
CHEMBL3739861,50000.0,CC1=NN(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)C1,inactive
CHEMBL208908,50000.0,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,inactive
CHEMBL3742036,50000.0,COc1cc(N2N=C(C)CC2=O)nc(OC)n1,inactive
CHEMBL3739947,50000.0,COc1cc(F)cc(N2N=C(C)CC2=O)c1,inactive
CHEMBL451902,50000.0,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,inactive
CHEMBL3740157,50000.0,CC1=NN(c2ccc(C)cc2)C(=O)C1,inactive
CHEMBL3589108,50000.0,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1Oc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,inactive
CHEMBL378516,50000.0,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,inactive
CHEMBL1880288,50000.0,CC1=NN(c2ccccc2C)C(=O)C1,inactive
CHEMBL2425959,50000.0,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1c[nH]c2ccccc12,inactive
CHEMBL2425960,50000.0,O=C(/C=C/c1ccc2c(=O)n(CCc3ccccc3)cnc2c1)NO,inactive
CHEMBL208578,50000.0,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(OC)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,inactive
CHEMBL3742186,50000.0,CC1=NN(c2cc(F)ccc2C)C(=O)C1,inactive
CHEMBL3741408,50000.0,CC1=NN(c2ccc(C)c(F)c2)C(=O)C1,inactive
CHEMBL3742311,50000.0,CC1=NN(c2cccc(C)c2)C(=O)C1,inactive
CHEMBL2425957,50000.0,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1Cc1ccccc1,inactive
CHEMBL2425955,50000.0,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1-c1ccccc1,inactive
CHEMBL450522,50000.0,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1-c1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,inactive
CHEMBL4589690,50000.0,COc1ccc(-c2cc(=O)c3c(O)c(Oc4ccc(-c5cc(=O)c6c(O)cc(O)cc6o5)cc4)c(O)cc3o2)cc1,inactive
CHEMBL3739456,50000.0,CC1=NN(c2ccc3ccccc3c2)C(=O)C1,inactive
CHEMBL290916,50000.0,CC1=NN(c2ccccc2)C(=O)C1,inactive
CHEMBL2425958,50000.0,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,inactive
CHEMBL4522982,50000.0,COc1ccc(-c2cc(=O)c3c(O)c(Oc4ccc(-c5cc(=O)c6c(O)cc(O)cc6o5)cc4)c(OC)cc3o2)cc1,inactive
CHEMBL2425953,50000.0,Cc1nc2cccc(/C=C/C(=O)NO)c2c(=O)n1-c1ccccc1,inactive
CHEMBL3740667,50000.0,CC1=NN(c2cccnc2)C(=O)C1,inactive
CHEMBL1208904,50000.0,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4O)c3o2)cc1,inactive
CHEMBL3740346,50000.0,CC1=NN(c2ccc(C(F)(F)F)cc2)C(=O)C1,inactive
CHEMBL2425961,50000.0,CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,inactive
CHEMBL2425954,50000.0,Cc1nc2ccc(/C=C/C(=O)NO)cc2c(=O)n1-c1ccccc1,inactive
CHEMBL2425956,50000.0,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccccc1,inactive
CHEMBL3740705,50000.0,COc1cccc(N2N=C(C)CC2=O)c1,inactive
CHEMBL3740761,50000.0,CCc1ccccc1N1N=C(C)CC1=O,inactive
CHEMBL3099500,51000.0,CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,inactive
CHEMBL503168,55400.0,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12,inactive
CHEMBL427548,57900.0,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(F)cc4)c(F)c3)c(F)c2)CC1,inactive
CHEMBL2063873,62000.0,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(/N=C/c2cc(Cl)cc(Cl)c2O)c1,inactive
CHEMBL2012313,62700.0,CCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CC/C=C(\C)CCCCCCCCC,inactive
CHEMBL193900,64000.0,CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,inactive
CHEMBL3883958,66360.0,OC[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1cn(C[C@@H]2Cc3c([nH]c4ccccc34)CN2)nn1,inactive
CHEMBL196321,67000.0,COc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1,inactive
CHEMBL4645437,68000.0,CC(C)=CCC/C(C)=C/CCC1(C)C=Cc2c(O)cc(C)cc2O1,inactive
CHEMBL194692,70600.0,CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,inactive
CHEMBL3582129,71900.0,C[C@@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O,inactive
CHEMBL324842,71900.0,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,inactive
CHEMBL2392127,72900.0,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccccc1)C(=O)O,inactive
CHEMBL196279,75000.0,CC(C(=O)O)c1ccc(-c2ccc(Cl)c(Cl)c2)c(F)c1,inactive
CHEMBL150,75100.0,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,inactive
CHEMBL382721,81000.0,O=C(O)C1(c2ccc(-c3ccc(OC4CCOCC4)cc3)c(F)c2)CC1,inactive
CHEMBL194274,83000.0,CC(C(=O)O)c1ccc(-c2csc3ccccc23)c(F)c1,inactive
CHEMBL3692699,84000.0,O=C(/C=C/c1ccc(F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,inactive
CHEMBL4207221,85500.0,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@H](c2ccc(O)c(OC)c2)[C@@H](CO)O4)[C@@H](O)C3=O)ccc1O,inactive
CHEMBL4126715,87800.0,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,inactive
CHEMBL284616,92900.0,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,inactive
CHEMBL195970,94000.0,CC(C(=O)O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,inactive
CHEMBL3582126,95900.0,C[C@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O,inactive
CHEMBL196946,96300.0,O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1,inactive
CHEMBL3326704,100000.0,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O,inactive
CHEMBL3276007,100000.0,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O,inactive
CHEMBL4127947,100000.0,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,inactive
CHEMBL297453,100000.0,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,inactive
CHEMBL4126073,100000.0,COC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)/C=C/c1ccc(OC)c(OC)c1,inactive
CHEMBL2386881,100000.0,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]32)C1,inactive
CHEMBL149082,100000.0,NCCCS(=O)(=O)O,inactive
CHEMBL4125745,100000.0,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,inactive
CHEMBL465398,100000.0,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,inactive
CHEMBL468154,100000.0,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,inactive
CHEMBL3326698,100000.0,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O,inactive
CHEMBL1171146,100000.0,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,inactive
CHEMBL4129983,100000.0,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,inactive
CHEMBL32749,100000.0,COc1cc(/C=C/C(=O)O)ccc1O,inactive
CHEMBL98521,100000.0,O=C(O)/C=C/c1cccc(O)c1,inactive
CHEMBL4129190,100000.0,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccccc1)C(=O)O,inactive
CHEMBL416955,100000.0,COC(=O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,inactive
CHEMBL27246,100000.0,O=C(O)/C=C/c1ccccc1,inactive
CHEMBL2386874,100000.0,CN(C)c1cccc(Oc2cnc(Nc3cccc(O)c3)nc2)c1,inactive
CHEMBL497,100000.0,Oc1c(I)cc(Cl)c2cccnc12,inactive
CHEMBL372751,101000.0,CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,inactive
CHEMBL372846,111000.0,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)c(F)c3)c(F)c2)CC1,inactive
CHEMBL196246,111000.0,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,inactive
CHEMBL196070,114000.0,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1,inactive
CHEMBL50,124600.0,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,inactive
CHEMBL193971,129000.0,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,inactive
CHEMBL487804,148800.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O,inactive
CHEMBL4644047,150800.0,CC(C)=CC(=O)C/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,inactive
CHEMBL28,176200.0,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,inactive
CHEMBL3740688,186600.0,CN1C(=O)[C@@]23CCC(=O)N2C[C@@]12C[C@@]1(C(=O)Nc4c1ccc1c4C=CC(C)(C)O1)C(C)(C)[C@@H]2C3,inactive
CHEMBL3692700,200000.0,O=C(/C=C/c1ccc(C(F)(F)F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,inactive
CHEMBL3741300,203700.0,C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6C=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C,inactive
CHEMBL196322,210000.0,CC(C(=O)O)c1ccc(-c2ccc3c(c2)OCO3)c(F)c1,inactive
CHEMBL4643713,221000.0,COC(=O)c1c(C)cc(O)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O,inactive
CHEMBL3813916,240000.0,CNc1cccc(CCNc2cccc(CCN(c3ccccn3)c3ccccn3)n2)n1,inactive
CHEMBL3740785,244300.0,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc1c5ccc2c1C=CC(C)(C)O2,inactive
CHEMBL3739748,269500.0,C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6OC=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C,inactive
CHEMBL3814563,280000.0,CNc1cccc(CCNc2cccc(CCNc3ccccn3)n2)n1,inactive
CHEMBL190083,280000.0,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,inactive
CHEMBL3742121,300000.0,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)N(C)C3=O)C(=O)Nc1c5ccc2c1C=CC(C)(C)O2,inactive
CHEMBL469159,300000.0,CC1(C)C=Cc2cc(C(=O)O)ccc2O1,inactive
CHEMBL3741529,300000.0,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)N(C)C3=O)C(=O)Nc1cc2c(cc15)OC(C)(C)C=CO2,inactive
CHEMBL3741682,300000.0,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc1c5ccc2c1OC=CC(C)(C)O2,inactive
CHEMBL3739499,300000.0,CC1=CC[C@@H]2[C@@]3(C)C=CC(=O)OC(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2,inactive
CHEMBL3742151,300000.0,CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC=C(C)[C@@]34C[C@]3(OC(C)=C(C)C3=O)C(=O)O4)[C@@]12C,inactive
CHEMBL6246,300000.0,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,inactive
CHEMBL3741111,300000.0,CC1=CC[C@@H]2[C@@]3(C)[C@@H](O)CC(=O)OC(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2,inactive
CHEMBL563,305000.0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,inactive
CHEMBL196947,409000.0,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1,inactive
CHEMBL309490,500000.0,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,inactive
CHEMBL9323,500000.0,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O,inactive
CHEMBL3692697,630000.0,O=C(CCc1cc(C(F)(F)F)ccc1C(F)(F)F)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,inactive
CHEMBL3692701,800000.0,CN1C(=O)[C@@H](NCC(=O)Nc2ccc3c(c2)C[C@H]2CC[C@@H](C3)[C@H]2NS(=O)(=O)c2ccc(Cl)s2)N=C(c2ccccc2)c2ccccc21,inactive
